fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
22,005,------,G,45262,G,853572,G,3201885,2626,1257,527,395,288,91,51,10,4,3,N,N,N,N
22,005,21----,G,235,G,6892,G,23221,13,5,N,N,3,N,N,N,N,N,N,N,N,N
22,005,211///,J,42,J,1830,J,6101,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2111//,J,42,J,1830,J,6101,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,21113/,J,42,J,1830,J,6101,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,211130,J,42,J,1830,J,6101,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,213///,G,192,G,5053,G,17083,8,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2131//,G,192,G,5053,G,17083,8,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,21311/,G,192,G,5053,G,17083,8,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,213112,G,192,G,5053,G,17083,8,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,22----,G,140,G,2989,G,12202,9,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,221///,G,140,G,2989,G,12202,9,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2211//,J,55,J,1487,J,5697,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,22112/,J,55,J,1487,J,5697,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,221122,J,55,J,1487,J,5697,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2213//,J,59,J,1116,J,4519,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23----,G,9636,G,244438,G,901130,290,167,45,25,23,12,13,N,N,N,N,N,N,N
22,005,236///,G,588,G,11055,G,51786,76,58,10,3,N,N,N,N,N,N,N,N,N,N
22,005,2361//,H,197,H,3267,H,14021,52,46,5,N,N,N,N,N,N,N,N,N,N,N
22,005,23611/,H,197,H,3267,H,14021,52,46,5,N,N,N,N,N,N,N,N,N,N,N
22,005,236115,H,39,G,519,G,2365,17,15,N,N,N,N,N,N,N,N,N,N,N,N
22,005,236117,H,31,G,378,G,1466,11,9,N,N,N,N,N,N,N,N,N,N,N,N
22,005,236118,H,38,G,350,G,1395,22,21,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2362//,G,391,G,7788,G,37765,24,12,5,3,N,N,N,N,N,N,N,N,N,N
22,005,23621/,G,268,G,5560,G,25192,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,236210,G,268,G,5560,G,25192,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23622/,G,123,G,2228,H,12573,20,11,5,3,N,N,N,N,N,N,N,N,N,N
22,005,236220,G,123,G,2228,H,12573,20,11,5,3,N,N,N,N,N,N,N,N,N,N
22,005,237///,G,1705,G,34301,H,173093,39,14,6,4,N,6,6,N,N,N,N,N,N,N
22,005,2371//,H,679,H,14097,H,67045,19,8,3,N,N,3,3,N,N,N,N,N,N,N
22,005,23711/,G,6,H,63,H,331,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,005,237110,G,6,H,63,H,331,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23712/,J,531,J,11905,J,51608,7,N,N,N,N,3,N,N,N,N,N,N,N,N
22,005,237120,J,531,J,11905,J,51608,7,N,N,N,N,3,N,N,N,N,N,N,N,N
22,005,23713/,J,142,J,2129,G,15106,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,237130,J,142,J,2129,G,15106,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2372//,G,4,G,127,G,491,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23721/,G,4,G,127,G,491,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,237210,G,4,G,127,G,491,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2373//,G,249,G,4854,G,19790,7,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23731/,G,249,G,4854,G,19790,7,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,237310,G,249,G,4854,G,19790,7,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2379//,G,773,G,15223,H,85767,10,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23799/,G,773,G,15223,H,85767,10,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,237990,G,773,G,15223,H,85767,10,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238///,G,7343,H,199082,G,676251,175,95,29,18,19,5,5,N,N,N,N,N,N,N
22,005,2381//,H,729,H,15665,H,71466,37,24,3,3,4,N,N,N,N,N,N,N,N,N
22,005,23811/,H,43,G,834,G,2988,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238110,H,43,G,834,G,2988,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23812/,J,386,J,9350,J,45835,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238120,J,386,J,9350,J,45835,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23814/,G,26,J,492,J,1909,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238140,G,26,J,492,J,1909,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23816/,H,133,H,2870,H,12364,17,14,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238160,H,133,H,2870,H,12364,17,14,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2382//,H,3865,H,130365,H,415257,76,34,14,12,8,3,4,N,N,N,N,N,N,N
22,005,23821/,J,569,J,10608,J,44640,30,11,6,7,3,N,N,N,N,N,N,N,N,N
22,005,238210,J,569,J,10608,J,44640,30,11,6,7,3,N,N,N,N,N,N,N,N,N
22,005,23822/,G,697,G,13851,G,54730,39,20,7,3,5,N,N,N,N,N,N,N,N,N
22,005,238220,G,697,G,13851,G,54730,39,20,7,3,5,N,N,N,N,N,N,N,N,N
22,005,23829/,J,2599,J,105906,J,315887,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238290,J,2599,J,105906,J,315887,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2383//,H,1558,H,16742,H,63891,29,18,6,N,N,N,N,N,N,N,N,N,N,N
22,005,23831/,H,22,H,203,H,1128,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238310,H,22,H,203,H,1128,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23832/,H,1263,H,14941,H,55590,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238320,H,1263,H,14941,H,55590,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23833/,J,11,H,93,G,371,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238330,J,11,H,93,G,371,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23835/,G,50,H,680,H,2587,9,6,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238350,G,50,H,680,H,2587,9,6,N,N,N,N,N,N,N,N,N,N,N,N
22,005,23839/,J,212,J,825,J,4215,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,238390,J,212,J,825,J,4215,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,2389//,J,1191,J,36310,J,125637,33,19,6,N,5,N,N,N,N,N,N,N,N,N
22,005,23891/,J,1028,J,30625,J,100343,13,6,3,N,N,N,N,N,N,N,N,N,N,N
22,005,238910,J,1028,J,30625,J,100343,13,6,3,N,N,N,N,N,N,N,N,N,N,N
22,005,23899/,G,163,H,5685,H,25294,20,13,3,N,4,N,N,N,N,N,N,N,N,N
22,005,238990,G,163,H,5685,H,25294,20,13,3,N,4,N,N,N,N,N,N,N,N,N
22,005,31----,H,6439,H,216703,H,753151,110,34,27,16,19,4,4,3,N,N,N,N,N,N
22,005,311///,H,122,H,1037,H,4437,10,3,3,N,N,N,N,N,N,N,N,N,N,N
22,005,3116//,J,52,H,561,H,2441,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,31161/,J,52,H,561,H,2441,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,311612,J,52,H,561,H,2441,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,3119//,J,25,J,109,J,547,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,312///,J,18,H,196,J,981,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,3121//,J,18,H,196,J,981,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,325///,H,5542,H,203934,H,694713,25,N,N,N,6,3,4,3,N,N,N,N,N,N
22,005,3251//,J,3684,J,132326,J,448408,15,N,N,N,5,N,N,3,N,N,N,N,N,N
22,005,32512/,J,592,J,9586,J,38602,6,N,N,N,3,N,N,N,N,N,N,N,N,N
22,005,325120,J,592,J,9586,J,38602,6,N,N,N,3,N,N,N,N,N,N,N,N,N
22,005,32519/,J,2381,J,96858,J,322154,6,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,325199,J,2343,J,95520,J,316070,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,3252//,J,437,J,16200,J,63507,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,32521/,J,437,J,16200,J,63507,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,3253//,J,721,J,24466,J,98590,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,32531/,J,721,J,24466,J,98590,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,327///,H,162,H,2371,H,10541,15,4,4,4,3,N,N,N,N,N,N,N,N,N
22,005,3273//,J,104,J,1603,J,6940,9,N,N,4,N,N,N,N,N,N,N,N,N,N
22,005,32732/,J,80,J,1393,J,6084,6,N,N,4,N,N,N,N,N,N,N,N,N,N
22,005,327320,J,80,J,1393,J,6084,6,N,N,4,N,N,N,N,N,N,N,N,N,N
22,005,3279//,J,48,J,682,J,3088,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,32799/,J,48,J,682,J,3088,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,327991,G,21,G,281,G,1414,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,332///,G,296,G,5168,G,25903,27,12,6,5,3,N,N,N,N,N,N,N,N,N
22,005,3323//,H,109,G,1662,G,10161,9,6,N,N,N,N,N,N,N,N,N,N,N,N
22,005,33231/,H,98,G,1486,H,9364,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,332312,H,94,G,1453,H,9231,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,33232/,J,11,J,176,J,797,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,332323,J,11,J,176,J,797,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,3327//,G,91,G,1734,G,8572,10,4,N,3,N,N,N,N,N,N,N,N,N,N
22,005,33271/,G,91,G,1734,G,8572,10,4,N,3,N,N,N,N,N,N,N,N,N,N
22,005,332710,G,91,G,1734,G,8572,10,4,N,3,N,N,N,N,N,N,N,N,N,N
22,005,3329//,G,72,G,1434,G,5510,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,33291/,G,63,G,1302,G,4944,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,332911,G,63,G,1302,G,4944,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,333///,H,112,H,1724,H,7478,5,N,N,N,3,N,N,N,N,N,N,N,N,N
22,005,3339//,H,84,H,1226,H,5125,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,337///,J,40,J,482,J,1817,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,3371//,J,36,J,438,J,1622,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,33711/,J,36,J,438,J,1622,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,337110,J,36,J,438,J,1622,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,339///,J,25,H,314,H,1423,5,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,3399//,J,18,H,187,H,856,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,33995/,G,15,G,126,G,521,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,339950,G,15,G,126,G,521,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42----,G,2490,G,54828,G,226632,158,55,36,25,32,8,N,N,N,N,N,N,N,N
22,005,423///,G,1654,G,36184,G,154741,121,45,30,20,20,5,N,N,N,N,N,N,N,N
22,005,4231//,H,28,G,292,G,1440,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4232//,J,29,J,377,J,1409,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4233//,H,54,G,907,G,3945,10,6,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42332/,G,13,G,204,G,895,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423320,G,13,G,204,G,895,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42333/,J,24,J,331,J,1359,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423330,J,24,J,331,J,1359,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4234//,G,75,G,1153,G,4956,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42345/,H,68,G,1104,G,4309,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423450,H,68,G,1104,G,4309,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4236//,G,169,G,4843,H,21612,11,4,N,N,4,N,N,N,N,N,N,N,N,N
22,005,42361/,G,168,G,4825,H,21397,9,N,N,N,4,N,N,N,N,N,N,N,N,N
22,005,423610,G,168,G,4825,H,21397,9,N,N,N,4,N,N,N,N,N,N,N,N,N
22,005,4237//,J,97,H,2816,H,9535,8,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42373/,J,14,J,426,J,1506,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423730,J,14,J,426,J,1506,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4238//,G,775,H,18030,H,78032,60,19,18,11,9,3,N,N,N,N,N,N,N,N
22,005,42381/,G,80,G,1712,G,7727,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423810,G,80,G,1712,G,7727,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42382/,J,43,J,598,J,2888,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423820,J,43,J,598,J,2888,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42383/,G,467,G,10884,G,48134,30,8,9,7,3,3,N,N,N,N,N,N,N,N
22,005,423830,G,467,G,10884,G,48134,30,8,9,7,3,3,N,N,N,N,N,N,N,N
22,005,42384/,H,172,H,4212,H,18046,18,7,6,N,3,N,N,N,N,N,N,N,N,N
22,005,423840,H,172,H,4212,H,18046,18,7,6,N,3,N,N,N,N,N,N,N,N,N
22,005,4239//,H,417,H,7574,H,33111,15,3,4,3,N,N,N,N,N,N,N,N,N,N
22,005,42399/,H,382,H,7221,H,31529,10,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,423990,H,382,H,7221,H,31529,10,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,424///,G,778,H,17529,G,66555,31,7,5,5,10,3,N,N,N,N,N,N,N,N
22,005,4244//,J,101,J,950,J,3476,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4246//,J,378,J,11771,H,41525,12,N,N,N,6,N,N,N,N,N,N,N,N,N
22,005,42461/,H,78,G,1656,H,5420,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,424610,H,78,G,1656,H,5420,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42469/,J,300,J,10115,J,36105,8,N,N,N,4,N,N,N,N,N,N,N,N,N
22,005,424690,J,300,J,10115,J,36105,8,N,N,N,4,N,N,N,N,N,N,N,N,N
22,005,4247//,H,168,H,2698,H,12418,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42471/,G,111,G,1553,G,6609,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,424710,G,111,G,1553,G,6609,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4249//,G,40,H,508,G,1819,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,425///,H,58,J,1115,J,5336,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4251//,H,58,J,1115,J,5336,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,42512/,H,58,J,1115,J,5336,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,425120,H,58,J,1115,J,5336,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44----,G,6428,G,55434,G,214015,397,127,114,89,42,13,10,N,N,N,N,N,N,N
22,005,441///,G,962,G,12627,G,53392,48,8,16,15,3,4,N,N,N,N,N,N,N,N
22,005,4411//,G,575,G,9235,G,38510,8,N,N,N,N,4,N,N,N,N,N,N,N,N
22,005,44111/,G,564,G,9010,G,37437,7,N,N,N,N,4,N,N,N,N,N,N,N,N
22,005,441110,G,564,G,9010,G,37437,7,N,N,N,N,4,N,N,N,N,N,N,N,N
22,005,4412//,H,55,G,602,H,2082,5,N,N,3,N,N,N,N,N,N,N,N,N,N
22,005,44122/,H,55,G,602,H,2082,5,N,N,3,N,N,N,N,N,N,N,N,N,N
22,005,441228,J,44,H,511,H,1690,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4413//,G,332,G,2790,H,12800,35,8,14,10,3,N,N,N,N,N,N,N,N,N
22,005,44131/,H,195,H,1290,H,5692,18,3,6,7,N,N,N,N,N,N,N,N,N,N
22,005,441310,H,195,H,1290,H,5692,18,3,6,7,N,N,N,N,N,N,N,N,N,N
22,005,44132/,G,137,G,1500,G,7108,17,5,8,3,N,N,N,N,N,N,N,N,N,N
22,005,441320,G,137,G,1500,G,7108,17,5,8,3,N,N,N,N,N,N,N,N,N,N
22,005,442///,G,76,H,702,H,2847,14,10,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4421//,G,52,H,424,H,1730,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44211/,G,52,H,424,H,1730,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,005,442110,G,52,H,424,H,1730,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4422//,H,24,G,278,H,1117,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44221/,G,11,G,165,G,630,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,442210,G,11,G,165,G,630,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,443///,G,20,J,243,J,978,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4431//,G,20,J,243,J,978,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44314/,G,20,J,243,J,978,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,443142,J,7,H,40,H,162,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,444///,G,874,G,8805,G,33681,36,5,8,13,7,N,N,N,N,N,N,N,N,N
22,005,4441//,H,709,G,7471,G,28248,28,5,8,9,3,N,N,N,N,N,N,N,N,N
22,005,44411/,J,403,J,2752,J,11108,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,444110,J,403,J,2752,J,11108,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44412/,J,27,J,518,J,1615,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,444120,J,27,J,518,J,1615,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44413/,G,78,G,592,G,2557,9,N,5,3,N,N,N,N,N,N,N,N,N,N
22,005,444130,G,78,G,592,G,2557,9,N,5,3,N,N,N,N,N,N,N,N,N,N
22,005,44419/,H,201,H,3609,H,12968,12,3,N,4,N,N,N,N,N,N,N,N,N,N
22,005,444190,H,201,H,3609,H,12968,12,3,N,4,N,N,N,N,N,N,N,N,N,N
22,005,4442//,G,165,G,1334,G,5433,8,N,N,4,4,N,N,N,N,N,N,N,N,N
22,005,44422/,H,121,H,763,G,3062,6,N,N,3,3,N,N,N,N,N,N,N,N,N
22,005,444220,H,121,H,763,G,3062,6,N,N,3,3,N,N,N,N,N,N,N,N,N
22,005,445///,G,1226,G,8335,G,31062,46,20,9,N,4,7,4,N,N,N,N,N,N,N
22,005,4451//,G,1179,G,8085,G,29988,36,15,5,N,4,7,4,N,N,N,N,N,N,N
22,005,44511/,G,1116,G,7791,G,28804,25,7,3,N,3,7,4,N,N,N,N,N,N,N
22,005,445110,G,1116,G,7791,G,28804,25,7,3,N,3,7,4,N,N,N,N,N,N,N
22,005,44512/,G,63,G,294,G,1184,11,8,N,N,N,N,N,N,N,N,N,N,N,N
22,005,445120,G,63,G,294,G,1184,11,8,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4452//,H,25,G,135,H,622,7,4,3,N,N,N,N,N,N,N,N,N,N,N
22,005,44521/,G,14,G,83,G,309,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,445210,G,14,G,83,G,309,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44522/,J,11,G,52,H,313,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,445220,J,11,G,52,H,313,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4453//,H,22,J,115,J,452,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44531/,H,22,J,115,J,452,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,445310,H,22,J,115,J,452,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,446///,G,437,G,3573,G,14680,38,13,12,N,11,N,N,N,N,N,N,N,N,N
22,005,4461//,G,437,G,3573,G,14680,38,13,12,N,11,N,N,N,N,N,N,N,N,N
22,005,44611/,G,284,G,2805,G,11570,17,N,5,N,9,N,N,N,N,N,N,N,N,N
22,005,446110,G,284,G,2805,G,11570,17,N,5,N,9,N,N,N,N,N,N,N,N,N
22,005,44612/,G,122,G,486,G,1968,12,6,4,N,N,N,N,N,N,N,N,N,N,N
22,005,446120,G,122,G,486,G,1968,12,6,4,N,N,N,N,N,N,N,N,N,N,N
22,005,44619/,J,24,J,216,H,867,7,4,3,N,N,N,N,N,N,N,N,N,N,N
22,005,446191,J,15,G,110,G,451,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,446199,J,9,J,106,J,416,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,447///,G,432,G,2756,G,11068,49,12,19,15,3,N,N,N,N,N,N,N,N,N
22,005,4471//,G,432,G,2756,G,11068,49,12,19,15,3,N,N,N,N,N,N,N,N,N
22,005,44711/,G,419,G,2678,G,10800,47,12,17,15,3,N,N,N,N,N,N,N,N,N
22,005,447110,G,419,G,2678,G,10800,47,12,17,15,3,N,N,N,N,N,N,N,N,N
22,005,448///,H,718,G,3976,G,16335,67,20,18,19,10,N,N,N,N,N,N,N,N,N
22,005,4481//,H,518,H,2156,H,9156,51,17,10,17,7,N,N,N,N,N,N,N,N,N
22,005,44811/,J,11,G,65,G,283,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,448110,J,11,G,65,G,283,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44812/,G,150,H,548,H,2244,19,7,5,7,N,N,N,N,N,N,N,N,N,N
22,005,448120,G,150,H,548,H,2244,19,7,5,7,N,N,N,N,N,N,N,N,N,N
22,005,44814/,H,271,G,1143,G,4967,18,3,N,8,5,N,N,N,N,N,N,N,N,N
22,005,448140,H,271,G,1143,G,4967,18,3,N,8,5,N,N,N,N,N,N,N,N,N
22,005,44815/,J,27,J,183,J,672,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,448150,J,27,J,183,J,672,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,44819/,H,39,H,148,H,656,6,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,448190,H,39,H,148,H,656,6,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4482//,H,172,H,1521,H,6105,12,N,5,N,3,N,N,N,N,N,N,N,N,N
22,005,44821/,H,172,H,1521,H,6105,12,N,5,N,3,N,N,N,N,N,N,N,N,N
22,005,448210,H,172,H,1521,H,6105,12,N,5,N,3,N,N,N,N,N,N,N,N,N
22,005,4483//,H,28,G,299,G,1074,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,44831/,G,24,G,265,G,928,3,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,448310,G,24,G,265,G,928,3,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,451///,J,109,J,554,J,2362,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4511//,J,109,J,554,J,2362,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,452///,H,1153,J,10649,J,33568,33,N,19,10,N,N,N,N,N,N,N,N,N,N
22,005,4523//,H,1153,J,10649,J,33568,33,N,19,10,N,N,N,N,N,N,N,N,N,N
22,005,45231/,H,1153,J,10649,J,33568,33,N,19,10,N,N,N,N,N,N,N,N,N,N
22,005,452311,J,893,J,9493,J,28186,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,452319,G,260,G,1156,G,5382,30,N,19,10,N,N,N,N,N,N,N,N,N,N
22,005,453///,H,307,G,2322,G,9751,35,19,5,8,N,N,N,N,N,N,N,N,N,N
22,005,4532//,G,23,H,151,H,513,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,45322/,J,11,H,63,G,164,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,453220,J,11,H,63,G,164,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,4533//,J,122,G,403,G,1717,7,N,N,3,N,N,N,N,N,N,N,N,N,N
22,005,45331/,J,122,G,403,G,1717,7,N,N,3,N,N,N,N,N,N,N,N,N,N
22,005,453310,J,122,G,403,G,1717,7,N,N,3,N,N,N,N,N,N,N,N,N,N
22,005,4539//,G,151,G,1717,G,7330,21,13,3,3,N,N,N,N,N,N,N,N,N,N
22,005,45391/,J,41,J,324,J,1308,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,453910,J,41,J,324,J,1308,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,005,45393/,G,27,H,546,H,2252,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,453930,G,27,H,546,H,2252,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,005,45399/,H,83,H,847,H,3770,14,11,N,N,N,N,N,N,N,N,N,N,N,N
22,005,453991,J,19,G,117,G,486,8,8,N,N,N,N,N,N,N,N,N,N,N,N
22,005,453998,H,64,H,730,H,3284,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,005,454///,H,114,G,892,H,4291,22,14,5,N,N,N,N,N,N,N,N,N,N,N
22,005,4541//,G,44,G,305,G,1402,14,10,3,N,N,N,N,N,N,N,N,N,N,N
22,005,45411/,G,44,G,305,G,1402,14,10,3,N,N,N,N,N,N,N,N,N,N,N
22,005,454110,G,44,G,305,G,1402,14,10,3,N,N,N,N,N,N,N,N,N,N,N
22,005,4543//,G,34,H,242,H,1185,7,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,45439/,G,34,H,242,H,1185,7,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,454390,G,34,H,242,H,1185,7,4,N,N,N,N,N,N,N,N,N,N,N,N
22,005,48----,G,1677,G,32054,G,129775,102,55,12,14,10,8,3,N,N,N,N,N,N,N
22,005,483///,J,192,J,3641,J,17248,10,7,N,N,N,N,N,N,N,N,N,N,N,N
