fipstate,fipscty,naics,emp_nf,emp,qp1_nf,qp1,ap_nf,ap,est,n<5,n5_9,n10_19,n20_49,n50_99,n100_249,n250_499,n500_999,n1000,n1000_1,n1000_2,n1000_3,n1000_4
22,001,------,G,12018,G,117800,G,486884,1150,641,222,151,87,30,18,N,N,N,N,N,N,N
22,001,11----,J,26,G,215,G,1137,6,3,3,N,N,N,N,N,N,N,N,N,N,N
22,001,115///,J,25,G,203,G,1090,5,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,1151//,J,25,G,203,G,1090,5,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,11511/,J,25,G,203,G,1090,5,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,115112,J,17,H,139,G,808,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,21----,H,400,H,6083,H,24243,26,17,N,4,N,N,N,N,N,N,N,N,N,N
22,001,211///,J,10,G,86,H,341,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,2111//,J,10,G,86,H,341,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,21112/,J,10,G,86,H,341,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,211120,J,10,G,86,H,341,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,213///,H,390,H,5997,H,23902,22,14,N,4,N,N,N,N,N,N,N,N,N,N
22,001,2131//,H,390,H,5997,H,23902,22,14,N,4,N,N,N,N,N,N,N,N,N,N
22,001,21311/,H,390,H,5997,H,23902,22,14,N,4,N,N,N,N,N,N,N,N,N,N
22,001,213112,H,348,H,5393,H,21379,20,13,N,4,N,N,N,N,N,N,N,N,N,N
22,001,22----,J,89,H,1185,H,5059,10,5,N,4,N,N,N,N,N,N,N,N,N,N
22,001,221///,J,89,H,1185,H,5059,10,5,N,4,N,N,N,N,N,N,N,N,N,N
22,001,2211//,J,33,J,615,J,2876,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,22111/,G,7,J,183,J,778,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,221112,G,7,J,183,J,778,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,2213//,J,44,G,331,G,1376,5,N,N,3,N,N,N,N,N,N,N,N,N,N
22,001,22131/,J,40,G,311,G,1289,4,N,N,3,N,N,N,N,N,N,N,N,N,N
22,001,221310,J,40,G,311,G,1289,4,N,N,3,N,N,N,N,N,N,N,N,N,N
22,001,23----,G,989,G,11734,H,55718,133,88,25,12,5,N,N,N,N,N,N,N,N,N
22,001,236///,G,106,G,834,H,3542,32,26,4,N,N,N,N,N,N,N,N,N,N,N
22,001,2361//,H,67,G,498,G,2062,25,21,4,N,N,N,N,N,N,N,N,N,N,N
22,001,23611/,H,67,G,498,G,2062,25,21,4,N,N,N,N,N,N,N,N,N,N,N
22,001,236115,J,35,G,267,G,1104,9,6,3,N,N,N,N,N,N,N,N,N,N,N
22,001,236118,H,29,H,196,H,820,14,13,N,N,N,N,N,N,N,N,N,N,N,N
22,001,2362//,J,39,H,336,H,1480,7,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23622/,J,39,H,336,H,1480,7,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,236220,J,39,H,336,H,1480,7,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,237///,H,132,H,1611,H,7025,12,5,3,N,N,N,N,N,N,N,N,N,N,N
22,001,2371//,J,73,H,1134,J,5011,7,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23711/,H,26,H,315,H,1693,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,237110,H,26,H,315,H,1693,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,2373//,J,52,H,379,H,1630,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23731/,J,52,H,379,H,1630,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,237310,J,52,H,379,H,1630,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,238///,G,751,G,9289,G,45151,89,57,18,8,3,N,N,N,N,N,N,N,N,N
22,001,2381//,J,37,H,287,H,1157,11,10,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23811/,J,13,H,122,H,427,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,238110,J,13,H,122,H,427,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23817/,G,8,H,23,G,121,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,238170,G,8,H,23,G,121,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,2382//,H,217,G,2446,G,10329,40,23,13,N,N,N,N,N,N,N,N,N,N,N
22,001,23821/,J,76,H,691,H,3072,17,9,7,N,N,N,N,N,N,N,N,N,N,N
22,001,238210,J,76,H,691,H,3072,17,9,7,N,N,N,N,N,N,N,N,N,N,N
22,001,23822/,G,141,G,1755,G,7257,23,14,6,N,N,N,N,N,N,N,N,N,N,N
22,001,238220,G,141,G,1755,G,7257,23,14,6,N,N,N,N,N,N,N,N,N,N,N
22,001,2383//,J,51,J,628,H,3132,10,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23832/,J,9,G,112,G,385,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,238320,J,9,G,112,G,385,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23835/,G,9,H,60,H,254,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,238350,G,9,H,60,H,254,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,2389//,H,446,H,5928,H,30533,28,17,N,6,N,N,N,N,N,N,N,N,N,N
22,001,23891/,G,229,G,3727,G,18047,11,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,238910,G,229,G,3727,G,18047,11,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,23899/,H,217,J,2201,J,12486,17,10,N,5,N,N,N,N,N,N,N,N,N,N
22,001,238990,H,217,J,2201,J,12486,17,10,N,5,N,N,N,N,N,N,N,N,N,N
22,001,31----,H,1172,J,13171,H,53685,46,16,7,11,6,N,4,N,N,N,N,N,N,N
22,001,311///,H,496,H,5181,H,21643,12,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,3112//,G,296,H,3391,H,15383,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,31121/,G,296,H,3391,H,15383,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,311212,G,296,H,3391,H,15383,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,3116//,J,122,J,1369,J,4236,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,31161/,J,122,J,1369,J,4236,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,313///,J,9,H,78,J,387,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,332///,H,325,J,4124,H,16567,13,6,N,5,N,N,N,N,N,N,N,N,N,N
22,001,3323//,J,19,H,257,H,1157,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,3327//,J,72,H,714,H,3551,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,33271/,J,72,H,714,H,3551,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,332710,J,72,H,714,H,3551,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,3329//,J,224,J,3073,J,11592,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,33299/,J,224,J,3073,J,11592,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,332999,J,24,H,331,H,1342,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,42----,G,747,G,8063,G,34335,58,29,10,11,6,N,N,N,N,N,N,N,N,N
22,001,423///,H,197,G,2538,G,10870,25,12,4,6,3,N,N,N,N,N,N,N,N,N
22,001,4231//,H,34,H,380,G,1790,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4233//,J,31,J,298,J,1043,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4238//,G,67,G,1006,G,4849,11,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,42383/,J,29,J,432,J,2267,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,423830,J,29,J,432,J,2267,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,42384/,J,11,G,239,G,932,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,423840,J,11,G,239,G,932,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4239//,G,28,H,347,H,1393,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,424///,G,548,G,5516,G,23409,32,16,6,5,3,N,N,N,N,N,N,N,N,N
22,001,4244//,H,232,G,952,G,4846,13,6,3,N,N,N,N,N,N,N,N,N,N,N
22,001,42446/,H,93,G,650,G,2977,10,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,424460,H,93,G,650,G,2977,10,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4246//,J,23,J,763,J,2907,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,42469/,J,23,J,763,J,2907,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,424690,J,23,J,763,J,2907,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4249//,J,284,H,3692,H,15258,10,3,3,N,N,N,N,N,N,N,N,N,N,N
22,001,42491/,H,70,G,1326,G,6032,7,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,424910,H,70,G,1326,G,6032,7,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,44----,G,2363,G,17708,G,67674,165,59,53,29,12,9,N,N,N,N,N,N,N,N
22,001,441///,H,169,H,1585,H,6863,21,5,12,3,N,N,N,N,N,N,N,N,N,N
22,001,4411//,J,48,J,596,J,2510,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4413//,G,106,G,718,G,3274,15,4,9,N,N,N,N,N,N,N,N,N,N,N
22,001,44131/,H,72,G,501,G,2277,11,4,6,N,N,N,N,N,N,N,N,N,N,N
22,001,441310,H,72,G,501,G,2277,11,4,6,N,N,N,N,N,N,N,N,N,N,N
22,001,44132/,H,34,G,217,G,997,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,441320,H,34,G,217,G,997,4,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,442///,J,37,H,244,H,987,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4422//,G,19,G,148,G,588,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,44221/,G,19,G,148,G,588,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,442210,G,19,G,148,G,588,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,443///,J,26,J,198,H,802,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4431//,J,26,J,198,H,802,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,44314/,J,26,J,198,H,802,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,443142,J,26,J,198,H,802,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,444///,G,300,G,2271,G,8527,15,5,4,N,N,N,N,N,N,N,N,N,N,N
22,001,4441//,H,268,H,2100,H,7832,10,N,3,N,N,N,N,N,N,N,N,N,N,N
22,001,44413/,H,32,G,184,G,797,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,444130,H,32,G,184,G,797,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,44419/,H,34,J,407,J,1364,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,444190,H,34,J,407,J,1364,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4442//,J,32,J,171,J,695,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,44422/,J,29,J,154,J,628,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,444220,J,29,J,154,J,628,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,445///,H,573,J,3078,J,12291,28,13,3,4,3,5,N,N,N,N,N,N,N,N
22,001,4451//,J,562,J,3023,J,12093,24,10,N,4,3,5,N,N,N,N,N,N,N,N
22,001,44511/,J,526,J,2823,J,11248,15,3,N,3,3,5,N,N,N,N,N,N,N,N
22,001,445110,J,526,J,2823,J,11248,15,3,N,3,3,5,N,N,N,N,N,N,N,N
22,001,44512/,G,36,J,200,H,845,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,445120,G,36,J,200,H,845,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4452//,J,11,G,55,G,198,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,44521/,J,10,G,51,G,187,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,445210,J,10,G,51,G,187,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,446///,H,277,H,2973,H,11344,16,4,4,5,N,N,N,N,N,N,N,N,N,N
22,001,4461//,H,277,H,2973,H,11344,16,4,4,5,N,N,N,N,N,N,N,N,N,N
22,001,44611/,H,267,H,2916,H,11096,13,N,3,5,N,N,N,N,N,N,N,N,N,N
22,001,446110,H,267,H,2916,H,11096,13,N,3,5,N,N,N,N,N,N,N,N,N,N
22,001,447///,G,491,G,2599,G,10816,33,11,7,9,3,3,N,N,N,N,N,N,N,N
22,001,4471//,G,491,G,2599,G,10816,33,11,7,9,3,3,N,N,N,N,N,N,N,N
22,001,44711/,H,229,G,1005,G,4055,26,10,7,8,N,N,N,N,N,N,N,N,N,N
22,001,447110,H,229,G,1005,G,4055,26,10,7,8,N,N,N,N,N,N,N,N,N,N
22,001,44719/,H,262,H,1594,H,6761,7,N,N,N,N,3,N,N,N,N,N,N,N,N
22,001,447190,H,262,H,1594,H,6761,7,N,N,N,N,3,N,N,N,N,N,N,N,N
22,001,448///,G,29,G,106,G,454,10,7,3,N,N,N,N,N,N,N,N,N,N,N
22,001,4481//,G,19,J,53,H,217,8,6,N,N,N,N,N,N,N,N,N,N,N,N
22,001,44812/,G,8,H,24,H,107,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,448120,G,8,H,24,H,107,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,452///,J,396,J,3632,J,11790,21,N,15,3,N,N,N,N,N,N,N,N,N,N
22,001,4523//,J,396,J,3632,J,11790,21,N,15,3,N,N,N,N,N,N,N,N,N,N
22,001,45231/,J,396,J,3632,J,11790,21,N,15,3,N,N,N,N,N,N,N,N,N,N
22,001,452319,H,126,G,657,G,2844,20,N,15,3,N,N,N,N,N,N,N,N,N,N
22,001,453///,G,34,H,175,H,755,9,6,3,N,N,N,N,N,N,N,N,N,N,N
22,001,4539//,J,18,J,108,J,456,6,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,45399/,G,15,J,103,J,435,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,453991,G,7,J,58,H,228,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,454///,J,28,J,817,J,2935,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48----,H,357,H,6693,H,25176,50,38,5,N,N,3,N,N,N,N,N,N,N,N
22,001,484///,G,137,G,1745,G,6872,34,30,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4841//,J,101,H,1206,H,4713,20,17,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48411/,G,14,H,130,G,423,11,10,N,N,N,N,N,N,N,N,N,N,N,N
22,001,484110,G,14,H,130,G,423,11,10,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48412/,J,87,H,1076,H,4290,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,484121,J,87,H,1076,H,4290,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4842//,J,36,H,539,H,2159,14,13,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48422/,J,30,H,493,H,1990,10,9,N,N,N,N,N,N,N,N,N,N,N,N
22,001,484220,J,30,H,493,H,1990,10,9,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48423/,J,6,H,46,G,169,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,484230,J,6,H,46,G,169,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,486///,J,115,J,4362,J,15876,6,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4862//,J,115,J,4362,J,15876,6,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48621/,J,115,J,4362,J,15876,6,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,486210,J,115,J,4362,J,15876,6,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,488///,G,16,G,121,G,440,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4884//,G,11,H,91,H,330,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,48841/,G,11,H,91,H,330,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,488410,G,11,H,91,H,330,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,493///,G,11,J,84,J,565,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,4931//,G,11,J,84,J,565,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,51----,G,78,H,866,H,3373,15,8,3,4,N,N,N,N,N,N,N,N,N,N
22,001,511///,G,15,J,126,J,472,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5111//,G,15,J,126,J,472,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,51111/,G,15,J,126,J,472,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,511110,G,15,J,126,J,472,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,517///,H,34,H,510,H,1889,7,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5173//,H,31,H,501,H,1844,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,51731/,H,31,H,501,H,1844,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,517312,G,19,G,208,G,795,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,52----,H,423,G,5063,G,22643,78,48,19,7,4,N,N,N,N,N,N,N,N,N
22,001,522///,H,305,G,3828,G,15782,42,20,15,3,4,N,N,N,N,N,N,N,N,N
22,001,5221//,H,246,H,2981,H,12962,22,3,12,3,4,N,N,N,N,N,N,N,N,N
22,001,52211/,H,221,H,2738,H,11861,19,3,10,N,4,N,N,N,N,N,N,N,N,N
22,001,522110,H,221,H,2738,H,11861,19,3,10,N,4,N,N,N,N,N,N,N,N,N
22,001,5222//,H,49,G,787,G,2606,15,12,3,N,N,N,N,N,N,N,N,N,N,N
22,001,52229/,H,49,G,787,G,2606,15,12,3,N,N,N,N,N,N,N,N,N,N,N
22,001,522291,G,34,G,484,G,1863,12,10,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5223//,J,10,G,60,H,214,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,52239/,J,10,G,60,H,214,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,522390,J,10,G,60,H,214,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,523///,J,13,H,283,H,1433,8,8,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5239//,J,13,H,283,H,1433,8,8,N,N,N,N,N,N,N,N,N,N,N,N
22,001,52392/,J,8,J,214,J,1104,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,523920,J,8,J,214,J,1104,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,52393/,J,3,J,27,G,156,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,523930,J,3,J,27,G,156,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,524///,G,105,G,952,G,5428,28,20,4,4,N,N,N,N,N,N,N,N,N,N
22,001,5242//,G,105,G,952,G,5428,28,20,4,4,N,N,N,N,N,N,N,N,N,N
22,001,52421/,G,92,G,828,G,4805,24,17,4,3,N,N,N,N,N,N,N,N,N,N
22,001,524210,G,92,G,828,G,4805,24,17,4,3,N,N,N,N,N,N,N,N,N,N
22,001,52429/,J,13,G,124,G,623,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53----,H,347,H,4828,H,18618,39,30,4,N,N,N,N,N,N,N,N,N,N,N
22,001,531///,G,102,H,1055,H,3206,31,29,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5311//,G,54,G,683,G,1702,16,15,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53111/,J,21,J,184,J,644,9,9,N,N,N,N,N,N,N,N,N,N,N,N
22,001,531110,J,21,J,184,J,644,9,9,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53112/,J,27,J,469,H,917,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,531120,J,27,J,469,H,917,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5312//,G,4,J,20,H,133,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53121/,G,4,J,20,H,133,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,531210,G,4,J,20,H,133,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5313//,G,44,J,352,H,1371,11,10,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53131/,G,37,J,316,J,1246,6,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,531311,J,6,G,31,H,170,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53132/,J,5,J,30,G,99,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,531320,J,5,J,30,G,99,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,532///,H,245,H,3773,H,15410,7,N,4,N,N,N,N,N,N,N,N,N,N,N
22,001,5324//,H,230,H,3656,H,14951,5,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,53241/,H,224,H,3538,H,14476,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,532412,H,224,H,3538,H,14476,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54----,H,331,G,3651,G,16827,130,112,12,6,N,N,N,N,N,N,N,N,N,N
22,001,541///,H,331,G,3651,G,16827,130,112,12,6,N,N,N,N,N,N,N,N,N,N
22,001,5411//,J,50,H,461,H,1870,19,16,3,N,N,N,N,N,N,N,N,N,N,N
22,001,54111/,J,49,H,458,H,1859,18,15,3,N,N,N,N,N,N,N,N,N,N,N
22,001,541110,J,49,H,458,H,1859,18,15,3,N,N,N,N,N,N,N,N,N,N,N
22,001,5412//,J,98,H,778,G,2837,34,28,6,N,N,N,N,N,N,N,N,N,N,N
22,001,54121/,J,98,H,778,G,2837,34,28,6,N,N,N,N,N,N,N,N,N,N,N
22,001,541211,J,30,H,309,H,1235,15,14,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541213,J,38,J,187,J,404,10,7,3,N,N,N,N,N,N,N,N,N,N,N
22,001,541219,H,30,G,282,G,1198,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5413//,J,28,H,341,H,1518,9,7,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54133/,J,6,G,98,H,546,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541330,J,6,G,98,H,546,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5415//,J,8,J,76,J,327,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54151/,J,8,J,76,J,327,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541512,G,3,J,11,G,73,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5416//,H,67,H,1344,H,7175,46,44,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54161/,H,28,J,813,J,4482,17,16,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541611,H,25,J,784,J,4139,12,11,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541613,G,2,J,14,H,269,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54162/,J,7,H,43,J,202,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541620,J,7,H,43,J,202,4,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54169/,H,32,G,488,G,2491,25,24,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541690,H,32,G,488,G,2491,25,24,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5419//,H,57,G,549,G,2688,16,13,N,3,N,N,N,N,N,N,N,N,N,N
22,001,54192/,J,7,H,33,J,131,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541921,J,7,H,33,J,131,3,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,54194/,G,42,G,437,G,2116,8,5,N,3,N,N,N,N,N,N,N,N,N,N
22,001,541940,G,42,G,437,G,2116,8,5,N,3,N,N,N,N,N,N,N,N,N,N
22,001,54199/,G,8,G,79,G,441,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,541990,G,8,G,79,G,441,5,5,N,N,N,N,N,N,N,N,N,N,N,N
22,001,55----,G,167,G,2349,G,10582,6,N,N,N,3,N,N,N,N,N,N,N,N,N
22,001,551///,G,167,G,2349,G,10582,6,N,N,N,3,N,N,N,N,N,N,N,N,N
22,001,5511//,G,167,G,2349,G,10582,6,N,N,N,3,N,N,N,N,N,N,N,N,N
22,001,55111/,G,167,G,2349,G,10582,6,N,N,N,3,N,N,N,N,N,N,N,N,N
22,001,551114,G,127,H,1869,G,8621,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,56----,G,388,G,4377,G,18600,40,24,6,4,5,N,N,N,N,N,N,N,N,N
22,001,561///,G,252,G,2396,G,10493,34,21,5,3,5,N,N,N,N,N,N,N,N,N
22,001,5611//,H,58,G,803,G,2941,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,56111/,H,58,G,803,G,2941,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,561110,H,58,G,803,G,2941,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5617//,G,98,G,696,G,3027,20,13,5,N,N,N,N,N,N,N,N,N,N,N
22,001,56171/,G,55,G,398,G,1653,7,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,561710,G,55,G,398,G,1653,7,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,56173/,H,28,G,219,G,963,8,5,3,N,N,N,N,N,N,N,N,N,N,N
22,001,561730,H,28,G,219,G,963,8,5,3,N,N,N,N,N,N,N,N,N,N,N
22,001,56179/,J,15,G,79,G,411,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,561790,J,15,G,79,G,411,5,4,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5619//,J,20,J,387,J,2035,4,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,56199/,J,20,J,387,J,2000,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,561990,J,20,J,387,J,2000,3,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,562///,H,136,H,1981,H,8107,6,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,5621//,J,124,H,1860,H,7625,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,56211/,J,124,H,1860,H,7625,5,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,562111,H,120,H,1833,H,7517,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,61----,H,202,H,1258,H,5329,8,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,611///,H,202,H,1258,H,5329,8,3,N,N,N,N,N,N,N,N,N,N,N,N
22,001,6111//,H,188,G,1178,H,4909,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,61111/,H,188,G,1178,H,4909,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,611110,H,188,G,1178,H,4909,4,N,N,N,N,N,N,N,N,N,N,N,N,N
22,001,62----,G,1983,G,21959,H,89197,142,70,26,25,12,4,5,N,N,N,N,N,N,N
